PM2.5,PM10,NO2,SO2,CO,O3,AQI
9.53,38.54,27.77,1.33,0.33,18.76,38.54
8.86,36.78,23.77,2.16,0.28,15.96,36.78
11.72,34.91,22.22,0.43,0.32,11.11,34.91
14.14,55.54,27.14,1.75,0.34,12.89,55.54
17.2,64.27,29.56,1.08,0.43,14.33,64.27
20.17,70.74,29.38,1.24,0.44,17.26,70.74
18.33,54.78,28.13,1.53,0.51,17.1,54.78
16.47,52.3,27.8,1.77,0.41,17.83,52.3
9.44,26.04,21.88,0.83,0.31,17.66,27.349999999999998
4.07,18.47,20.76,0.83,0.31,15.57,25.950000000000003
7.04,18.4,19.28,1.86,0.27,17.48,24.1
8.08,21.74,21.72,1.33,0.28,7.7,27.15
4.81,13.84,18.02,0.58,0.36,11.45,22.525
5.25,14.67,17.02,1.1,0.29,13.33,21.275
3.29,10.26,16.0,0.4,0.21,13.35,20.0
3.43,12.25,18.22,0.77,0.29,13.74,22.775
5.61,14.92,17.4,1.36,0.3,12.35,21.75
6.57,20.04,20.15,1.98,0.34,13.73,25.1875
4.86,19.74,21.05,1.52,0.37,10.38,26.3125
2.56,11.57,15.65,0.86,0.32,13.77,19.5625
5.45,16.8,13.95,0.53,0.29,14.65,17.4375
3.22,12.39,14.58,0.79,0.24,11.48,18.225
2.82,10.92,13.46,2.53,0.23,12.66,16.825000000000003
5.06,21.57,16.34,2.26,0.21,18.61,21.57
4.58,27.28,17.13,2.62,0.26,15.52,27.28
5.3,26.98,17.35,2.94,0.28,12.57,26.98
5.67,28.49,16.16,2.99,0.34,13.38,28.49
7.92,32.42,17.6,3.32,0.33,13.27,32.42
5.16,24.46,17.18,2.4,0.24,13.89,24.46
6.35,27.52,15.49,2.16,0.3,13.34,27.52
6.61,31.11,16.67,2.23,0.15,12.17,31.11
5.13,25.99,16.07,3.21,0.24,13.45,25.99
4.35,22.86,16.6,3.04,0.24,12.01,22.86
3.72,24.91,17.44,2.06,0.17,12.92,24.91
5.88,33.12,20.14,2.63,0.31,10.12,33.12
3.53,21.34,18.44,2.67,0.25,10.86,23.05
5.91,32.14,18.41,5.22,0.26,11.64,32.14
10.01,37.65,20.71,2.5,0.3,9.54,37.65
13.78,55.46,24.87,2.9,0.27,9.84,55.46
18.7,57.26,25.01,2.81,0.39,14.22,57.26
14.29,47.98,26.47,3.13,0.4,12.87,47.98
15.27,48.72,23.24,2.45,0.37,11.98,48.72
11.4,37.67,22.13,3.55,0.3,12.92,37.67
9.95,36.82,24.07,2.52,0.37,11.83,36.82
10.78,37.28,21.74,1.96,0.34,11.49,37.28
11.34,34.21,24.02,3.2,0.43,13.78,34.21
5.94,18.77,17.9,3.02,0.25,13.56,22.375
6.71,19.01,18.19,1.88,0.32,11.4,22.7375
7.92,20.15,19.4,3.02,0.33,12.11,24.25
4.75,17.94,17.0,3.26,0.29,13.38,21.25
6.23,22.06,17.08,2.3,0.23,12.02,22.06
7.32,30.16,18.98,2.49,0.25,11.2,30.16
5.93,28.82,21.98,1.98,0.29,9.33,28.82
7.6,22.98,25.52,2.98,0.38,11.75,31.9
12.91,33.84,32.86,3.57,0.52,11.74,41.075
17.39,48.91,32.88,4.74,0.68,13.46,48.91
9.84,38.48,25.45,2.52,0.4,12.72,38.48
8.9,29.54,23.15,3.03,0.39,10.87,29.54
8.95,32.25,23.69,4.24,0.43,7.58,32.25
4.19,22.43,24.07,2.87,0.36,6.51,30.0875
14.17,40.15,23.06,2.38,0.37,14.5,40.15
8.2,22.09,17.28,2.15,0.28,14.96,22.09
9.19,30.18,18.92,2.31,0.29,12.95,30.18
8.99,33.1,22.05,2.62,0.36,9.93,33.1
12.78,44.82,26.59,3.1,0.42,9.69,44.82
6.08,27.32,25.26,2.21,0.43,9.49,31.575000000000003
5.34,18.74,23.31,2.72,0.42,10.39,29.1375
3.16,14.69,20.12,2.42,0.32,12.4,25.150000000000002
2.08,13.61,17.95,1.24,0.29,11.24,22.4375
3.13,12.79,17.43,2.91,0.27,10.89,21.7875
2.33,14.57,16.14,2.62,0.32,10.38,20.175
2.89,20.49,17.84,3.14,0.25,9.04,22.3
6.89,32.51,20.17,2.29,0.3,7.53,32.51
3.9,27.74,19.59,2.87,0.23,7.83,27.74
2.7,23.36,19.11,2.56,0.26,8.66,23.8875
1.34,15.82,17.47,2.65,0.29,12.07,21.8375
6.46,33.73,18.52,2.54,0.33,12.61,33.73
13.78,69.25,20.67,2.42,0.29,11.89,69.25
13.56,69.61,22.43,2.5,0.25,10.06,69.61
12.21,63.59,21.12,2.88,0.31,10.26,63.59
13.83,58.74,23.91,3.12,0.32,11.49,58.74
17.67,49.95,29.92,3.31,0.45,9.15,49.95
10.72,41.98,28.48,3.26,0.51,9.07,41.98
3.74,14.8,22.22,2.84,0.29,10.45,27.775
4.83,17.85,22.25,2.79,0.36,10.14,27.8125
7.31,19.26,26.15,2.49,0.34,9.66,32.6875
6.44,24.41,25.2,1.54,0.34,12.66,31.5
4.53,23.36,26.15,3.12,0.36,12.46,32.6875
4.94,19.52,23.58,2.33,0.35,12.71,29.474999999999998
8.91,19.47,22.67,2.54,0.37,12.64,28.337500000000002
4.32,15.71,20.85,1.93,0.26,10.75,26.0625
5.22,18.46,25.35,1.64,0.39,7.82,31.6875
4.71,23.75,26.96,2.73,0.37,5.65,33.7
19.08,54.58,36.34,4.06,0.72,14.56,54.58
8.0,32.67,30.54,2.28,0.56,11.22,38.175
7.33,36.22,31.47,3.66,0.57,9.85,39.3375
11.84,44.17,32.43,2.62,0.56,9.84,44.17
16.77,46.45,33.89,3.0,0.51,10.51,46.45
10.04,35.18,29.7,2.22,0.48,9.04,37.125
7.08,31.49,30.15,2.41,0.47,9.29,37.6875
11.89,43.05,30.69,2.59,0.38,12.32,43.05
9.08,22.96,26.18,2.71,0.3,15.85,32.725
18.86,55.34,29.28,3.62,0.38,16.42,55.34
32.0,93.67,36.82,3.76,0.53,18.52,93.67
43.81,119.89,39.24,6.85,0.67,23.35,113.55107382550335
59.73,134.84,43.98,8.2,0.68,24.5,123.48429530201342
55.45,122.7,45.85,6.58,0.61,19.34,115.41812080536913
77.5,148.0,33.07,9.0,0.58,34.17,157.32758620689654
37.4,85.75,25.18,2.4,0.41,30.53,85.75
37.46,95.0,30.53,4.9,0.57,23.31,95.0
46.97,122.2,40.97,6.57,0.68,15.76,115.08590604026845
44.79,111.67,43.09,5.28,0.53,17.69,108.08946308724832
42.27,105.81,42.27,5.81,0.55,21.03,104.19590604026845
46.77,109.63,47.35,7.08,0.5,28.86,106.73402684563759
49.7,111.55,47.35,5.88,0.59,25.47,108.00973154362416
49.85,110.63,35.68,8.1,0.54,29.35,107.39845637583892
53.06,112.08,37.93,7.43,0.42,28.49,108.36187919463087
57.4,119.26,39.18,11.34,0.43,29.73,113.13248322147652
58.79,123.86,40.46,9.47,0.53,29.98,116.18885906040268
53.73,111.81,34.52,8.82,0.51,34.78,108.18248322147652
58.33,115.52,35.76,7.37,0.57,33.6,110.64751677852348
56.0,112.62,37.59,6.8,0.58,31.97,108.7206711409396
54.35,113.36,48.99,13.25,0.7,29.38,109.21234899328859
35.94,76.19,42.41,6.35,0.62,16.9,76.19
12.27,32.45,32.76,4.25,0.5,15.55,40.949999999999996
19.73,41.29,32.43,4.18,0.5,15.64,41.29
33.2,63.98,34.09,4.6,0.47,16.45,63.98
41.15,88.39,35.41,3.97,0.44,20.12,88.39
61.87,112.63,38.4,10.83,0.51,27.73,108.72731543624161
56.39,126.88,39.33,11.86,0.42,37.06,118.19543624161074
64.92,133.06,41.91,13.67,0.66,37.01,122.30161073825504
73.62,151.38,47.57,13.92,0.65,43.71,144.08206896551727
76.5,156.85,40.67,13.09,0.64,46.9,153.91379310344828
47.35,108.87,41.25,8.3,0.64,25.38,106.22906040268457
16.55,41.79,37.48,3.49,0.48,8.82,46.849999999999994
11.9,36.58,39.58,4.8,0.53,12.67,49.474999999999994
11.89,36.44,36.74,1.85,0.42,9.07,45.925000000000004
8.07,29.07,33.07,2.47,0.42,8.92,41.3375
10.84,31.93,35.05,2.26,0.56,7.91,43.8125
26.28,61.0,39.28,3.27,0.62,9.51,61.0
14.98,38.75,34.07,4.11,0.41,8.34,42.5875
7.45,20.89,32.2,2.44,0.4,8.16,40.25
7.07,17.72,32.56,2.34,0.47,5.78,40.7
8.62,34.32,38.79,4.46,0.62,9.44,48.4875
17.16,51.98,37.33,3.97,0.7,11.69,51.98
32.7,64.91,40.31,3.95,0.52,9.71,64.91
41.27,86.0,40.84,6.82,0.58,19.75,86.0
50.65,101.35,43.82,6.02,0.55,23.71,101.23255033557047
53.58,102.47,44.87,6.49,0.57,24.69,101.97671140939597
53.73,102.22,38.84,6.92,0.48,29.22,101.81060402684564
72.63,120.03,37.82,6.93,0.58,26.45,140.70241379310343
55.2,110.03,48.25,8.89,0.59,24.24,106.99979865771812
65.29,121.61,45.02,8.2,0.66,31.14,115.64517241379312
70.77,123.07,39.1,4.49,0.67,37.12,134.35275862068966
74.7,140.84,43.44,6.26,0.71,35.43,147.76896551724138
63.16,131.65,43.59,15.31,0.57,33.24,121.36476510067115
56.83,125.16,43.68,15.0,0.63,33.01,117.05261744966442
31.98,74.12,36.28,6.34,0.39,23.6,74.12
38.1,92.51,40.38,7.27,0.49,28.17,92.51
49.29,99.21,42.86,9.76,0.52,26.76,99.21
41.9,89.58,42.17,6.52,0.56,23.29,89.58
32.17,68.55,41.58,4.52,0.55,17.74,68.55
48.82,96.42,42.65,6.63,0.6,22.34,96.42
58.53,109.51,42.62,8.79,0.61,28.89,106.65429530201342
57.12,110.22,49.28,7.66,0.59,24.6,107.12604026845638
68.61,125.17,46.22,5.69,0.6,24.96,126.97896551724138
69.61,142.09,48.89,12.98,0.64,32.45,130.39275862068965
61.82,131.43,49.62,9.48,0.6,27.57,121.21859060402684
61.03,143.86,56.26,11.33,0.59,25.91,129.47744966442954
53.46,124.36,51.6,10.34,0.59,28.14,116.52107382550335
72.36,139.02,51.18,10.92,0.6,37.07,139.7806896551724
76.63,150.08,54.45,13.08,0.7,34.99,154.35758620689654
60.8,100.3,50.2,12.14,0.6,28.77,62.55897435897436
49.91,129.03,82.45,13.15,0.95,23.19,119.62395973154362
58.11,136.33,83.16,11.64,0.96,27.01,124.47429530201343
66.54,133.53,59.75,7.11,0.65,34.45,122.61389261744966
68.31,129.38,57.09,8.59,0.77,31.07,125.9548275862069
73.53,139.25,55.39,5.82,0.83,25.96,143.7748275862069
62.1,109.6,42.83,4.55,0.63,28.17,106.71409395973154
48.16,87.32,35.2,3.59,0.46,28.48,87.32
37.3,79.08,40.43,3.72,0.46,21.29,79.08
39.14,78.67,39.97,2.96,0.47,21.59,78.67
52.99,98.03,41.99,4.53,0.56,26.02,98.03
57.68,100.73,43.66,6.08,0.56,23.03,96.08
59.12,102.0,44.43,4.03,0.56,22.28,101.66442953020135
59.1,107.81,49.26,6.14,0.6,20.16,105.52476510067115
66.78,123.05,50.52,7.56,0.6,23.16,120.73172413793104
64.65,114.49,40.21,4.72,0.53,25.46,113.46034482758623
45.55,88.42,39.95,4.02,0.49,27.13,88.42
32.47,69.45,40.3,3.69,0.46,23.6,69.45
22.76,52.33,30.77,3.22,0.38,22.24,52.33
26.27,61.32,33.2,3.42,0.42,20.54,61.32
28.31,62.03,31.87,3.45,0.39,20.7,62.03
26.68,59.41,32.05,2.64,0.33,19.34,59.41
31.96,65.21,39.3,3.3,0.43,11.76,65.21
26.64,54.31,34.31,2.87,0.42,16.42,54.31
22.52,53.2,35.18,3.81,0.35,16.51,53.2
28.37,61.73,35.49,3.34,0.46,17.5,61.73
39.7,61.52,36.03,4.12,0.54,15.27,65.7
35.25,64.64,38.12,3.31,0.45,19.85,64.64
43.75,81.7,37.94,4.23,0.48,20.73,81.7
49.18,108.26,50.54,6.85,0.59,16.6,105.82375838926176
62.72,131.39,52.76,5.96,0.69,13.55,121.19201342281879
45.98,104.22,44.34,9.41,0.46,20.83,103.13946308724832
36.23,101.32,45.73,6.98,0.54,20.95,101.21261744966442
26.75,80.47,38.69,4.6,0.33,20.06,80.47
37.7,117.67,36.28,4.99,0.35,24.14,112.07604026845638
72.66,185.0,44.68,18.53,0.49,35.36,156.81208053691276
41.57,134.25,41.2,10.97,0.4,34.77,123.09228187919463
35.87,99.39,58.21,18.46,0.39,25.17,99.39
66.5,145.5,87.98,5.7,1.1,10.1,130.56711409395973
69.0,173.0,70.5,7.25,0.82,33.23,148.83892617449663
49.33,114.67,58.6,5.2,0.64,39.17,110.08275167785234
53.0,143.0,46.6,3.4,0.88,29.2,128.90604026845637
38.0,77.0,32.3,3.4,0.5,21.8,77.0
49.0,127.5,36.25,4.1,0.62,31.2,118.60738255033557
36.0,151.0,34.8,6.2,0.42,53.7,134.2214765100671
42.0,129.0,45.15,5.3,0.52,39.15,119.60402684563758
51.0,135.0,40.58,2.9,0.55,29.62,123.59060402684564
37.33,107.44,33.34,2.54,0.43,34.08,105.27892617449665
43.5,111.5,37.4,3.45,0.45,37.3,107.97651006711409
64.42,146.98,38.51,6.94,0.48,38.16,131.5504697986577
53.76,132.07,52.71,18.02,0.58,28.43,121.6438255033557
45.12,125.99,58.37,7.95,0.63,27.83,117.60409395973154
53.43,117.55,48.2,3.82,0.59,35.38,111.99630872483222
50.69,112.29,38.94,4.51,0.55,35.54,108.50140939597316
45.33,106.77,40.62,3.7,0.59,32.89,104.83375838926175
41.23,100.02,36.16,4.1,0.42,39.04,68.2851724137931
38.6,91.53,32.67,2.3,0.42,37.09,91.53
36.0,102.0,39.94,3.72,0.42,43.82,101.66442953020135
46.8,128.0,60.84,9.67,0.93,32.26,118.93959731543625
49.35,123.64,52.16,9.84,0.58,26.65,116.04268456375839
32.67,88.78,38.83,5.16,2.3,18.26,103.50632911392405
27.75,80.22,41.62,3.31,0.37,21.28,80.22
23.47,79.44,37.44,3.16,0.39,20.08,79.44
19.67,80.39,34.26,3.16,0.34,20.61,80.39
14.19,54.51,31.53,3.41,0.29,133.93,149.65776119402986
13.0,67.75,35.4,2.87,0.32,16.88,67.75
13.36,56.04,36.13,3.7,0.38,17.72,56.04
17.62,67.32,37.98,3.08,0.42,22.1,67.32
23.29,79.22,37.04,3.79,0.38,24.03,79.22
27.33,84.02,13.62,3.36,0.45,23.29,84.02
29.11,89.06,33.62,3.73,0.44,94.1,94.1
53.02,130.18,53.98,6.01,0.62,33.52,120.38805369127518
65.35,139.82,54.05,6.95,0.7,24.74,126.7931543624161
58.76,129.15,42.85,5.6,0.54,35.53,119.70369127516778
60.42,125.25,53.05,6.3,0.66,41.5,117.11241610738256
43.09,142.29,60.15,6.98,0.79,20.03,128.43429530201342
52.5,136.2,46.58,6.42,0.61,17.85,124.38791946308724
40.27,107.92,38.55,4.24,0.49,96.63,105.59785234899329
39.31,108.33,37.09,4.85,0.42,18.2,105.87026845637584
45.11,128.21,42.64,4.76,0.57,181.7,233.2384615384615
53.61,124.88,34.73,4.97,0.57,28.51,116.86657718120806
57.85,149.35,31.91,4.68,0.57,26.4,133.1251677852349
56.52,128.72,36.3,4.68,0.48,28.24,119.41798657718121
51.75,119.71,35.83,2.23,0.48,111.18,116.04208955223882
46.17,123.29,38.27,5.32,0.57,31.67,115.81013422818792
44.42,124.57,38.21,4.01,0.54,21.16,116.66060402684563
46.34,123.3,40.01,4.02,0.58,24.89,115.81677852348993
51.71,143.28,40.65,5.21,0.83,34.04,129.09208053691276
49.64,147.0,37.16,3.92,0.64,21.24,131.56375838926175
53.2,130.14,33.41,3.85,0.74,65.2,120.3614765100671
40.46,99.66,27.85,5.39,0.46,76.54,99.66
42.01,98.97,26.53,4.73,0.45,107.72,110.92955223880597
37.22,104.17,27.28,4.63,0.47,29.87,103.10624161073825
29.91,98.92,38.23,3.31,0.43,19.75,98.92
32.16,103.58,48.26,3.25,0.38,21.22,102.71422818791946
39.79,125.04,50.75,4.28,0.48,23.91,116.97288590604028
31.63,108.6,49.02,3.12,0.44,23.51,106.0496644295302
20.66,82.62,48.64,3.26,0.39,18.74,82.62
19.14,72.78,48.87,2.42,0.37,63.81,72.78
21.28,85.34,47.95,4.44,0.38,57.17,85.34
21.43,90.0,52.66,3.35,0.46,72.88,90.0
21.14,89.41,54.38,3.37,0.46,22.03,89.41
19.42,82.73,50.42,3.66,0.36,16.72,82.73
28.68,99.53,56.44,3.51,0.37,21.14,99.53
31.59,100.33,63.82,3.82,0.34,55.31,79.67128205128205
37.47,114.2,61.53,3.17,0.46,21.25,109.77046979865771
35.62,104.59,65.29,3.59,0.49,20.59,103.38530201342282
36.55,104.21,62.52,4.06,0.46,24.27,103.1328187919463
39.71,105.21,59.48,3.52,0.45,23.16,103.79724832214765
38.4,98.84,63.67,3.35,0.57,2.74,98.84
39.88,122.19,71.08,4.02,0.58,6.74,115.07926174496644
30.79,101.84,64.55,2.8,0.53,10.18,101.55812080536913
45.68,132.81,66.26,5.23,0.6,18.63,122.1355033557047
26.14,72.99,57.47,3.38,0.43,18.15,72.99
34.14,98.52,74.1,3.33,0.65,14.43,98.52
34.8,110.31,68.28,4.17,0.54,16.63,107.1858389261745
37.11,112.98,62.11,3.07,0.54,19.15,108.95986577181208
40.79,117.8,59.17,3.78,0.57,23.13,112.16241610738255
50.38,152.42,61.66,6.49,0.67,24.92,135.16496644295302
52.24,155.21,67.78,7.89,0.66,24.37,137.0187248322148
23.42,72.27,57.11,3.94,0.45,15.4,72.27
14.77,47.46,56.78,2.68,0.47,16.52,70.82615384615384
28.99,80.1,56.37,2.61,0.45,20.47,80.1
32.56,112.53,52.65,4.41,0.43,25.11,108.66087248322148
34.77,103.53,59.87,3.61,0.49,24.47,102.6810067114094
32.06,82.75,51.77,2.67,0.44,23.29,82.75
30.16,74.54,50.48,3.2,0.31,20.88,74.54
35.9,99.31,60.98,3.26,0.42,16.0,99.31
13.79,49.72,53.57,2.39,0.28,13.72,66.79307692307692
15.44,43.14,53.67,1.9,0.27,14.63,66.91871794871795
30.34,101.94,57.79,2.15,0.29,14.6,101.62456375838926
24.33,104.0,44.35,2.83,0.2,15.23,102.99328859060402
19.44,87.43,44.88,3.75,0.22,13.89,87.43
20.13,90.22,46.94,3.51,0.19,13.96,90.22
31.72,111.5,50.01,3.03,0.23,17.78,107.97651006711409
30.33,110.5,51.15,3.2,0.27,15.91,107.31208053691276
22.83,102.31,49.54,2.97,0.31,16.4,101.87040268456376
19.76,85.41,45.74,3.47,0.22,16.21,85.41
20.8,100.94,47.13,1.89,0.24,15.76,58.701794871794874
28.18,118.98,50.06,3.47,0.23,17.69,112.94644295302014
25.1,93.18,51.43,3.36,0.27,19.27,93.18
25.54,78.61,51.33,2.16,0.33,21.35,78.61
36.82,115.53,53.72,3.46,0.37,22.03,110.6541610738255
23.04,88.42,45.45,2.99,0.3,24.39,88.42
25.7,86.9,45.3,1.96,0.17,13.14,86.9
21.2,86.86,48.61,3.08,0.26,13.48,86.86
22.39,82.49,46.98,3.88,0.34,11.35,82.49
15.03,47.08,45.44,2.49,0.26,16.56,56.57846153846154
6.52,34.32,43.35,2.45,0.26,9.21,53.952564102564104
4.52,22.53,43.81,2.83,0.25,8.56,54.530512820512826
5.16,23.33,48.59,3.33,0.19,7.64,60.53615384615385
5.38,31.54,44.66,3.36,0.25,6.33,55.598461538461535
9.35,35.06,54.76,3.46,0.36,5.45,68.28820512820512
10.06,39.08,49.77,2.35,0.4,6.51,62.01871794871795
15.17,54.49,52.27,3.91,0.44,4.87,65.1597435897436
19.62,65.94,52.67,3.96,0.67,5.53,65.94
20.64,59.57,51.92,4.33,0.51,6.13,64.72
12.2,40.22,54.5,2.12,0.37,3.85,67.96153846153845
5.0,27.12,49.61,2.83,0.23,4.33,61.817692307692305
10.38,30.57,50.12,2.6,0.31,4.43,62.458461538461535
8.37,26.92,47.49,1.42,0.28,6.55,59.154102564102566
3.2,15.42,49.13,1.19,0.27,3.94,61.214615384615385
3.33,20.5,47.35,1.85,0.2,6.35,58.97820512820513
3.5,22.25,47.25,1.8,0.13,4.6,58.8525641025641
11.2,41.0,44.45,2.44,0.3,4.64,55.33461538461539
6.4,17.82,42.88,2.26,0.34,6.01,53.36205128205128
10.86,34.1,44.45,1.55,0.32,4.69,55.33461538461539
6.97,27.59,44.06,2.01,0.3,4.84,54.84461538461539
7.86,23.81,39.57,2.85,0.25,6.55,49.4625
11.44,35.15,42.85,3.42,0.28,4.41,53.32435897435898
15.85,46.07,45.16,2.9,0.35,3.94,56.22666666666666
14.14,41.13,47.04,4.07,0.25,4.35,58.58871794871795
5.23,14.55,39.18,2.25,0.2,4.57,48.975
8.58,21.86,39.61,1.86,0.3,4.57,49.5125
9.13,18.15,35.94,3.04,0.26,4.45,44.925
5.69,14.46,32.88,1.22,0.22,6.33,41.1
6.6,16.85,30.34,2.68,0.2,6.1,37.925
9.06,20.3,28.69,2.32,0.16,6.1,35.862500000000004
5.46,13.01,29.83,2.06,0.19,6.82,37.287499999999994
6.64,13.29,27.46,1.59,0.14,7.73,34.325
6.85,19.49,30.69,2.13,0.15,6.52,38.362500000000004
9.6,33.97,33.94,2.24,0.2,6.41,42.425
11.44,34.18,38.23,2.64,0.2,6.54,47.787499999999994
7.31,23.54,42.7,2.84,0.28,4.67,53.13589743589744
7.85,22.91,42.89,1.95,0.3,3.86,53.37461538461538
10.63,45.04,29.26,2.67,0.27,5.41,45.04
14.03,50.44,23.56,2.58,0.25,4.55,29.45
12.57,42.67,26.01,2.35,0.26,5.15,42.67
4.27,13.31,47.38,1.35,0.27,5.36,59.01589743589744
8.66,24.65,41.63,2.56,0.22,5.11,51.791538461538465
9.62,29.17,40.4,3.0,0.19,4.33,29.17
11.48,35.52,44.82,3.16,0.27,3.97,55.79948717948718
7.55,19.81,47.0,2.09,0.27,3.98,58.53846153846154
14.15,38.65,51.97,2.58,0.39,4.72,64.7828205128205
16.68,51.1,50.74,2.75,0.48,11.95,63.2374358974359
18.91,51.42,40.99,2.78,0.65,8.97,51.42
14.01,39.52,30.97,2.75,0.49,10.1,39.52
12.8,36.35,27.77,2.12,0.31,8.12,36.35
18.75,55.07,34.41,2.01,0.4,4.99,55.07
19.28,62.23,36.33,2.26,0.36,5.02,62.23
14.4,42.45,34.74,2.48,0.27,7.55,43.425000000000004
11.95,40.58,33.21,2.36,0.29,6.0,41.5125
5.41,21.69,29.68,1.44,0.33,6.05,37.1
4.86,20.76,37.84,2.46,0.24,4.62,47.300000000000004
3.99,15.85,44.49,2.22,0.18,3.85,55.3848717948718
2.07,9.93,41.0,2.68,0.15,4.73,51.0
9.28,23.5,35.81,2.43,0.23,6.16,44.7625
7.96,30.22,38.46,2.9,0.17,6.98,48.075
6.32,26.67,44.19,2.24,0.22,5.82,55.007948717948715
6.09,25.03,41.58,2.63,0.2,5.35,51.72871794871795
6.1,25.7,43.31,3.06,0.2,4.71,53.902307692307694
4.44,18.69,46.64,2.89,0.21,3.18,58.08615384615385
4.28,18.08,50.13,3.45,0.21,3.28,62.47102564102565
4.95,26.94,43.11,4.04,0.25,3.97,53.65102564102564
7.62,34.55,29.3,2.01,0.26,5.04,36.625
8.31,34.97,29.39,2.48,0.28,4.62,36.7375
7.38,31.91,28.42,2.53,0.33,4.3,35.525000000000006
6.87,28.52,27.69,2.97,0.22,5.32,34.612500000000004
7.33,34.39,27.69,2.5,0.19,6.77,34.612500000000004
9.9,41.73,30.82,1.96,0.23,4.44,41.73
5.45,32.83,32.98,2.57,0.19,4.53,41.224999999999994
6.53,28.03,33.37,2.98,0.24,3.84,41.7125
10.39,32.48,35.16,3.33,0.25,4.45,43.949999999999996
13.69,55.84,38.03,3.06,0.36,6.04,55.84
17.21,63.26,36.4,3.01,0.4,4.87,63.26
18.53,60.93,35.36,2.02,0.27,7.72,60.93
33.6,90.8,41.92,3.55,0.45,6.3,90.8
17.65,49.58,41.31,3.82,0.49,7.02,51.38948717948718
9.08,33.99,34.49,3.63,0.32,7.83,43.112500000000004
6.59,29.11,39.43,2.63,0.32,4.98,49.2875
6.76,28.77,40.97,2.67,0.3,3.59,28.77
7.86,30.33,37.41,3.43,0.34,4.85,46.762499999999996
12.31,46.2,39.82,4.96,0.35,4.9,49.775
14.12,48.77,42.02,2.88,0.37,5.28,52.28153846153847
15.72,49.63,48.16,4.28,0.41,5.05,59.99589743589743
13.7,41.76,44.8,5.64,0.43,7.74,55.77435897435897
7.59,23.86,39.57,4.07,0.3,4.71,49.4625
7.87,24.57,44.43,4.33,0.33,4.62,55.30948717948718
5.74,15.96,41.03,4.01,0.24,4.3,51.03769230769231
3.19,9.85,34.87,6.0,0.14,4.42,43.5875
2.06,15.51,35.95,3.47,0.19,4.39,44.9375
6.47,24.06,28.71,3.35,0.23,3.46,35.8875
6.25,24.22,18.56,5.01,0.2,2.44,24.22
6.96,28.77,21.92,5.17,0.21,2.5,28.77
5.52,24.24,25.36,6.27,0.26,2.43,31.7
16.0,28.0,23.8,8.0,0.38,2.7,29.75
10.33,34.33,27.5,1.8,0.22,2.23,34.375
9.6,23.5,32.39,5.7,0.29,3.58,40.4875
21.54,67.78,34.13,3.76,0.25,4.86,67.78
14.85,45.03,33.83,3.18,0.29,3.09,45.03
10.9,45.17,30.71,4.68,0.3,3.62,45.17
8.6,35.84,33.06,4.69,0.29,3.69,41.325
13.21,49.62,39.2,5.15,0.32,4.54,49.62
23.75,72.3,38.15,4.96,0.38,6.54,72.3
16.0,51.25,32.84,4.89,0.42,5.36,51.25
23.91,68.65,31.68,5.94,0.44,5.81,68.65
18.31,47.82,31.83,4.06,0.49,4.02,47.82
34.86,95.78,36.92,4.89,0.59,4.33,95.78
25.22,82.39,32.28,3.69,0.5,5.62,82.39
14.17,54.07,31.26,6.27,0.34,7.85,54.07
19.79,73.82,35.87,4.53,0.33,7.34,73.82
24.91,87.08,28.45,4.31,0.43,6.0,87.08
30.54,84.45,34.02,5.51,0.58,5.34,84.45
9.06,24.95,30.12,4.96,0.51,3.61,37.65
9.07,26.74,27.64,5.97,0.36,5.13,34.55
8.24,32.86,29.29,5.36,0.33,6.37,36.6125
9.23,31.5,33.4,5.68,0.45,5.4,41.75
4.07,22.82,28.88,5.03,0.44,2.74,36.1
5.37,22.31,50.07,3.41,0.41,2.57,62.39564102564103
9.51,31.12,29.91,3.8,0.36,4.2,37.3875
12.04,41.55,35.55,3.19,0.64,3.76,44.4375
13.07,43.0,19.18,4.06,0.55,5.29,43.0
12.66,39.54,22.13,3.8,0.43,4.24,39.54
4.55,20.87,10.91,5.17,0.42,2.37,21.0
3.78,24.73,13.38,4.23,0.54,2.42,27.0
13.09,45.75,30.15,4.09,0.78,7.11,45.75
24.89,77.23,36.73,4.67,0.68,11.62,77.23
21.6,60.75,35.06,4.32,0.7,9.16,60.75
33.36,79.93,34.58,4.46,0.65,10.38,79.93
33.45,96.03,35.3,7.6,0.42,17.8,96.03
40.84,117.54,45.83,15.58,0.46,19.62,111.98966442953021
36.38,112.55,42.74,8.67,0.48,20.16,108.6741610738255
36.16,102.09,39.85,8.33,0.54,24.86,101.72422818791946
49.3,126.64,51.6,6.87,0.71,24.46,118.03597315436241
45.49,109.07,50.56,7.0,0.77,32.6,106.36194630872482
33.73,103.82,46.25,10.82,0.45,25.35,102.87369127516779
33.02,108.1,39.58,13.34,0.39,30.74,105.71744966442952
32.54,102.92,38.59,10.62,0.38,33.05,102.27570469798658
46.59,131.21,40.9,12.36,0.52,37.35,121.07241610738257
46.24,117.25,47.45,7.75,0.76,21.72,111.79697986577182
55.68,142.72,50.19,13.64,0.82,23.41,128.72
53.03,127.92,44.77,11.67,0.66,28.02,118.88644295302014
46.51,121.01,45.53,10.94,0.68,22.25,114.29523489932886
37.7,101.59,46.88,5.51,0.65,11.4,101.39201342281879
41.92,107.94,55.81,1.42,0.73,7.38,105.61114093959732
